Order At;Order ID;Produk;Provinsi;Harga Produksi;Harga Satuan;Profit;Qty;Total Harga;Zero
05/01/2022;4434;Tumbler;Papua Tengah;50000;60000;20000;2;120000;0
22/07/2022;3482;Tumbler;Papua Tengah;50000;60000;20000;2;120000;0
01/02/2022;2677;Tumbler;Riau;50000;60000;20000;2;120000;0
06/03/2022;2252;Tumbler;Riau;50000;60000;20000;2;120000;0
05/09/2022;1900;Tumbler;Riau;50000;60000;20000;2;120000;0
12/10/2022;3667;Tumbler;Riau;50000;60000;20000;2;120000;0
24/07/2022;2772;Tumbler;Sulawesi Barat;50000;60000;20000;2;120000;0
20/03/2022;1478;Tumbler;Sulawesi Selatan;50000;60000;20000;2;120000;0
11/05/2022;4709;Tumbler;Sulawesi Selatan;50000;60000;20000;2;120000;0
22/06/2022;1914;Tumbler;Sulawesi Selatan;50000;60000;20000;2;120000;0
23/07/2022;4855;Tumbler;Sulawesi Selatan;50000;60000;20000;2;120000;0
05/10/2022;1738;Tumbler;Sulawesi Selatan;50000;60000;20000;2;120000;0
01/04/2022;3865;Tumbler;Sulawesi Tengah;50000;60000;20000;2;120000;0
24/07/2022;3007;Tumbler;Sulawesi Tengah;50000;60000;20000;2;120000;0
08/01/2022;2229;Tumbler;Sulawesi Tenggara;50000;60000;20000;2;120000;0
11/08/2022;1268;Tumbler;Sulawesi Tenggara;50000;60000;20000;2;120000;0
20/11/2022;1707;Tumbler;Sulawesi Tenggara;50000;60000;20000;2;120000;0
06/04/2022;3778;Tumbler;Sulawesi Utara;50000;60000;20000;2;120000;0
30/06/2022;1885;Tumbler;Sulawesi Utara;50000;60000;20000;2;120000;0
14/09/2022;4279;Tumbler;Sulawesi Utara;50000;60000;20000;2;120000;0
02/11/2022;4505;Tumbler;Sulawesi Utara;50000;60000;20000;2;120000;0
06/05/2022;1775;Tumbler;Sumatera Barat;50000;60000;20000;2;120000;0
27/10/2022;2111;Tumbler;Sumatera Barat;50000;60000;20000;2;120000;0
11/12/2022;1683;Tumbler;Sumatera Barat;50000;60000;20000;2;120000;0
30/12/2022;4800;Tumbler;Sumatera Barat;50000;60000;20000;2;120000;0
19/01/2022;3913;Tumbler;Sumatera Selatan;50000;60000;20000;2;120000;0
13/03/2022;3245;Tumbler;Sumatera Utara;50000;60000;20000;2;120000;0
12/06/2022;2589;Tumbler;Sumatera Utara;50000;60000;20000;2;120000;0
28/08/2022;1678;Tumbler;Sumatera Utara;50000;60000;20000;2;120000;0
28/10/2022;2675;Tumbler;Sumatera Utara;50000;60000;20000;2;120000;0
04/11/2022;4140;Tumbler;Sumatera Utara;50000;60000;20000;2;120000;0
02/02/2022;1958;T-Shirt;Bali;65000;75000;20000;2;150000;0
28/04/2022;4882;T-Shirt;Bali;65000;75000;20000;2;150000;0
29/04/2022;1496;T-Shirt;Bali;65000;75000;20000;2;150000;0
14/10/2022;1639;T-Shirt;Bali;65000;75000;20000;2;150000;0
15/10/2022;2093;T-Shirt;Bali;65000;75000;20000;2;150000;0
10/11/2022;3173;T-Shirt;Bali;65000;75000;20000;2;150000;0
28/04/2022;4054;T-Shirt;Bangka Belitung;65000;75000;20000;2;150000;0
09/06/2022;4560;T-Shirt;Bangka Belitung;65000;75000;20000;2;150000;0
18/01/2022;3079;T-Shirt;Banten;65000;75000;20000;2;150000;0
01/05/2022;4931;T-Shirt;Banten;65000;75000;20000;2;150000;0
21/08/2022;2493;T-Shirt;Banten;65000;75000;20000;2;150000;0
15/04/2022;4597;T-Shirt;Bengkulu;65000;75000;20000;2;150000;0
24/05/2022;2498;T-Shirt;Bengkulu;65000;75000;20000;2;150000;0
18/01/2022;4634;T-Shirt;DKI Jakarta;65000;75000;20000;2;150000;0
21/06/2022;2120;T-Shirt;DKI Jakarta;65000;75000;20000;2;150000;0
05/03/2022;4949;T-Shirt;Daerah Istimewa Yogyakarta;65000;75000;20000;2;150000;0
16/08/2022;1769;T-Shirt;Daerah Istimewa Yogyakarta;65000;75000;20000;2;150000;0
14/09/2022;3397;T-Shirt;Daerah Istimewa Yogyakarta;65000;75000;20000;2;150000;0
08/11/2022;2190;T-Shirt;Daerah Istimewa Yogyakarta;65000;75000;20000;2;150000;0
05/02/2022;4154;T-Shirt;Gorontalo;65000;75000;20000;2;150000;0
03/06/2022;1393;T-Shirt;Gorontalo;65000;75000;20000;2;150000;0
24/06/2022;3383;T-Shirt;Gorontalo;65000;75000;20000;2;150000;0
25/09/2022;1942;T-Shirt;Gorontalo;65000;75000;20000;2;150000;0
15/11/2022;2902;T-Shirt;Gorontalo;65000;75000;20000;2;150000;0
01/01/2022;4403;T-Shirt;Jambi;65000;75000;20000;2;150000;0
07/03/2022;4945;T-Shirt;Jawa Barat;65000;75000;20000;2;150000;0
04/07/2022;1332;T-Shirt;Jawa Barat;65000;75000;20000;2;150000;0
29/08/2022;1214;T-Shirt;Jawa Barat;65000;75000;20000;2;150000;0
11/07/2022;1135;T-Shirt;Jawa Tengah;65000;75000;20000;2;150000;0
22/09/2022;2615;T-Shirt;Jawa Tengah;65000;75000;20000;2;150000;0
28/07/2022;1092;T-Shirt;Jawa Timur;65000;75000;20000;2;150000;0
31/07/2022;1918;T-Shirt;Jawa Timur;65000;75000;20000;2;150000;0
03/04/2022;3592;T-Shirt;Kalimantan Barat;65000;75000;20000;2;150000;0
23/06/2022;4485;T-Shirt;Kalimantan Barat;65000;75000;20000;2;150000;0
01/04/2022;4998;T-Shirt;Kalimantan Selatan;65000;75000;20000;2;150000;0
27/05/2022;3586;T-Shirt;Kalimantan Tengah;65000;75000;20000;2;150000;0
12/06/2022;4287;T-Shirt;Kalimantan Tengah;65000;75000;20000;2;150000;0
03/07/2022;3179;T-Shirt;Kalimantan Tengah;65000;75000;20000;2;150000;0
20/02/2022;1663;T-Shirt;Kalimantan Timur;65000;75000;20000;2;150000;0
10/11/2022;2434;T-Shirt;Kalimantan Timur;65000;75000;20000;2;150000;0
06/12/2022;1793;T-Shirt;Kalimantan Timur;65000;75000;20000;2;150000;0
15/12/2022;3503;T-Shirt;Kalimantan Utara;65000;75000;20000;2;150000;0
19/12/2022;3795;T-Shirt;Kalimantan Utara;65000;75000;20000;2;150000;0
07/08/2022;1699;T-Shirt;Kepulauan Riau;65000;75000;20000;2;150000;0
17/09/2022;2444;T-Shirt;Kepulauan Riau;65000;75000;20000;2;150000;0
30/09/2022;1224;T-Shirt;Kepulauan Riau;65000;75000;20000;2;150000;0
04/01/2022;2126;T-Shirt;Lampung;65000;75000;20000;2;150000;0
23/04/2022;1430;T-Shirt;Maluku;65000;75000;20000;2;150000;0
25/04/2022;3904;T-Shirt;Maluku Utara;65000;75000;20000;2;150000;0
17/09/2022;4503;T-Shirt;Maluku Utara;65000;75000;20000;2;150000;0
16/04/2022;2051;T-Shirt;Nanggroe Aceh Darussalam;65000;75000;20000;2;150000;0
11/09/2022;3786;T-Shirt;Nanggroe Aceh Darussalam;65000;75000;20000;2;150000;0
17/03/2022;3443;T-Shirt;Nusa Tenggara Timur;65000;75000;20000;2;150000;0
09/10/2022;4920;T-Shirt;Nusa Tenggara Timur;65000;75000;20000;2;150000;0
13/02/2022;1680;T-Shirt;Papua;65000;75000;20000;2;150000;0
02/03/2022;1654;T-Shirt;Papua;65000;75000;20000;2;150000;0
13/06/2022;2704;T-Shirt;Papua;65000;75000;20000;2;150000;0
02/08/2022;4051;T-Shirt;Papua;65000;75000;20000;2;150000;0
14/08/2022;4356;T-Shirt;Papua;65000;75000;20000;2;150000;0
13/03/2022;4801;T-Shirt;Papua Barat;65000;75000;20000;2;150000;0
22/12/2022;3687;T-Shirt;Papua Barat;65000;75000;20000;2;150000;0
26/01/2022;2555;T-Shirt;Papua Barat Daya;65000;75000;20000;2;150000;0
06/09/2022;3519;T-Shirt;Papua Barat Daya;65000;75000;20000;2;150000;0
27/01/2022;3146;T-Shirt;Papua Pegunungan;65000;75000;20000;2;150000;0
27/02/2022;3566;T-Shirt;Papua Pegunungan;65000;75000;20000;2;150000;0
24/04/2022;1081;T-Shirt;Papua Pegunungan;65000;75000;20000;2;150000;0
10/06/2022;4717;T-Shirt;Papua Pegunungan;65000;75000;20000;2;150000;0
21/06/2022;2043;T-Shirt;Papua Pegunungan;65000;75000;20000;2;150000;0
06/07/2022;4313;T-Shirt;Papua Pegunungan;65000;75000;20000;2;150000;0
10/02/2022;2421;T-Shirt;Papua Selatan;65000;75000;20000;2;150000;0
20/02/2022;2406;T-Shirt;Papua Tengah;65000;75000;20000;2;150000;0
21/04/2022;1935;T-Shirt;Papua Tengah;65000;75000;20000;2;150000;0
22/11/2022;4968;T-Shirt;Papua Tengah;65000;75000;20000;2;150000;0
03/12/2022;2990;T-Shirt;Papua Tengah;65000;75000;20000;2;150000;0
03/06/2022;1842;T-Shirt;Riau;65000;75000;20000;2;150000;0
22/11/2022;3125;T-Shirt;Sulawesi Barat;65000;75000;20000;2;150000;0
13/09/2022;3964;T-Shirt;Sulawesi Tengah;65000;75000;20000;2;150000;0
16/10/2022;2142;T-Shirt;Sulawesi Tengah;65000;75000;20000;2;150000;0
02/11/2022;3136;T-Shirt;Sulawesi Tenggara;65000;75000;20000;2;150000;0
01/06/2022;1949;T-Shirt;Sulawesi Utara;65000;75000;20000;2;150000;0
27/01/2022;2972;T-Shirt;Sumatera Barat;65000;75000;20000;2;150000;0
22/10/2022;3921;T-Shirt;Sumatera Barat;65000;75000;20000;2;150000;0
04/12/2022;4414;T-Shirt;Sumatera Barat;65000;75000;20000;2;150000;0
11/01/2022;2917;T-Shirt;Sumatera Utara;65000;75000;20000;2;150000;0
03/04/2022;3988;T-Shirt;Sumatera Utara;65000;75000;20000;2;150000;0
02/08/2022;3282;Pin;Bali;2500;5000;7500;3;15000;0
29/08/2022;3508;Pin;Bali;2500;5000;7500;3;15000;0
10/07/2022;3572;Pin;Bangka Belitung;2500;5000;7500;3;15000;0
23/04/2022;4731;Pin;Banten;2500;5000;7500;3;15000;0
10/10/2022;4427;Pin;Banten;2500;5000;7500;3;15000;0
14/01/2022;4989;Pin;Bengkulu;2500;5000;7500;3;15000;0
30/01/2022;1355;Pin;Bengkulu;2500;5000;7500;3;15000;0
13/07/2022;4096;Pin;Bengkulu;2500;5000;7500;3;15000;0
21/03/2022;2433;Pin;DKI Jakarta;2500;5000;7500;3;15000;0
17/05/2022;3186;Pin;DKI Jakarta;2500;5000;7500;3;15000;0
08/11/2022;1285;Pin;DKI Jakarta;2500;5000;7500;3;15000;0
11/03/2022;1820;Pin;Daerah Istimewa Yogyakarta;2500;5000;7500;3;15000;0
26/10/2022;4657;Pin;Daerah Istimewa Yogyakarta;2500;5000;7500;3;15000;0
12/08/2022;1488;Pin;Gorontalo;2500;5000;7500;3;15000;0
28/04/2022;1291;Pin;Jawa Barat;2500;5000;7500;3;15000;0
09/11/2022;4573;Pin;Jawa Barat;2500;5000;7500;3;15000;0
28/01/2022;2588;Pin;Jawa Tengah;2500;5000;7500;3;15000;0
22/02/2022;3370;Pin;Jawa Tengah;2500;5000;7500;3;15000;0
23/04/2022;1256;Pin;Jawa Tengah;2500;5000;7500;3;15000;0
02/08/2022;4713;Pin;Jawa Timur;2500;5000;7500;3;15000;0
22/08/2022;2013;Pin;Kalimantan Barat;2500;5000;7500;3;15000;0
27/11/2022;4104;Pin;Kalimantan Barat;2500;5000;7500;3;15000;0
11/06/2022;3645;Pin;Kalimantan Selatan;2500;5000;7500;3;15000;0
23/08/2022;4419;Pin;Kalimantan Selatan;2500;5000;7500;3;15000;0
21/11/2022;4747;Pin;Kalimantan Selatan;2500;5000;7500;3;15000;0
26/04/2022;2464;Pin;Kalimantan Timur;2500;5000;7500;3;15000;0
30/11/2022;1499;Pin;Kalimantan Timur;2500;5000;7500;3;15000;0
29/09/2022;4412;Pin;Kalimantan Utara;2500;5000;7500;3;15000;0
08/11/2022;4819;Pin;Kalimantan Utara;2500;5000;7500;3;15000;0
03/01/2022;3143;Pin;Lampung;2500;5000;7500;3;15000;0
03/10/2022;4631;Pin;Lampung;2500;5000;7500;3;15000;0
19/08/2022;3036;Pin;Maluku;2500;5000;7500;3;15000;0
06/09/2022;3381;Pin;Maluku;2500;5000;7500;3;15000;0
07/12/2022;1729;Pin;Maluku;2500;5000;7500;3;15000;0
11/07/2022;2727;Pin;Maluku Utara;2500;5000;7500;3;15000;0
02/02/2022;2432;Pin;Nanggroe Aceh Darussalam;2500;5000;7500;3;15000;0
01/03/2022;1046;Pin;Nanggroe Aceh Darussalam;2500;5000;7500;3;15000;0
10/07/2022;3318;Pin;Nanggroe Aceh Darussalam;2500;5000;7500;3;15000;0
06/08/2022;3469;Pin;Nanggroe Aceh Darussalam;2500;5000;7500;3;15000;0
20/09/2022;4341;Pin;Nusa Tenggara Barat;2500;5000;7500;3;15000;0
26/02/2022;2692;Pin;Nusa Tenggara Timur;2500;5000;7500;3;15000;0
07/10/2022;2976;Pin;Papua;2500;5000;7500;3;15000;0
15/01/2022;2336;Pin;Papua Barat;2500;5000;7500;3;15000;0
15/04/2022;4111;Pin;Papua Barat;2500;5000;7500;3;15000;0
06/10/2022;2248;Pin;Papua Barat;2500;5000;7500;3;15000;0
12/12/2022;2922;Pin;Papua Barat;2500;5000;7500;3;15000;0
08/01/2022;4796;Pin;Papua Barat Daya;2500;5000;7500;3;15000;0
21/05/2022;3100;Pin;Papua Barat Daya;2500;5000;7500;3;15000;0
08/07/2022;3190;Pin;Papua Barat Daya;2500;5000;7500;3;15000;0
09/08/2022;1258;Pin;Papua Barat Daya;2500;5000;7500;3;15000;0
20/11/2022;2820;Pin;Papua Barat Daya;2500;5000;7500;3;15000;0
05/01/2022;3573;Pin;Papua Pegunungan;2500;5000;7500;3;15000;0
17/03/2022;3140;Pin;Papua Pegunungan;2500;5000;7500;3;15000;0
12/07/2022;4937;Pin;Papua Pegunungan;2500;5000;7500;3;15000;0
04/11/2022;4452;Pin;Papua Selatan;2500;5000;7500;3;15000;0
18/07/2022;3551;Pin;Papua Tengah;2500;5000;7500;3;15000;0
04/08/2022;1415;Pin;Papua Tengah;2500;5000;7500;3;15000;0
25/11/2022;4880;Pin;Papua Tengah;2500;5000;7500;3;15000;0
11/09/2022;2461;Pin;Riau;2500;5000;7500;3;15000;0
31/01/2022;1443;Pin;Sulawesi Barat;2500;5000;7500;3;15000;0
14/01/2022;3011;Pin;Sulawesi Selatan;2500;5000;7500;3;15000;0
27/01/2022;1417;Pin;Sulawesi Selatan;2500;5000;7500;3;15000;0
14/07/2022;4846;Pin;Sulawesi Selatan;2500;5000;7500;3;15000;0
28/01/2022;2632;Pin;Sulawesi Tengah;2500;5000;7500;3;15000;0
27/05/2022;4805;Pin;Sulawesi Tenggara;2500;5000;7500;3;15000;0
13/10/2022;1929;Pin;Sulawesi Tenggara;2500;5000;7500;3;15000;0
27/10/2022;3363;Pin;Sulawesi Tenggara;2500;5000;7500;3;15000;0
07/05/2022;1912;Pin;Sulawesi Utara;2500;5000;7500;3;15000;0
04/05/2022;1002;Pin;Sumatera Barat;2500;5000;7500;3;15000;0
10/06/2022;1347;Pin;Sumatera Barat;2500;5000;7500;3;15000;0
30/06/2022;2943;Pin;Sumatera Barat;2500;5000;7500;3;15000;0
13/11/2022;1725;Pin;Sumatera Barat;2500;5000;7500;3;15000;0
16/07/2022;1712;Pin;Sumatera Selatan;2500;5000;7500;3;15000;0
30/12/2022;4186;Pin;Sumatera Selatan;2500;5000;7500;3;15000;0
01/05/2022;3585;Pin;Sumatera Utara;2500;5000;7500;3;15000;0
08/07/2022;3702;Pin;Sumatera Utara;2500;5000;7500;3;15000;0
18/08/2022;2595;Pin;Sumatera Utara;2500;5000;7500;3;15000;0
29/12/2022;4205;Pin;Sumatera Utara;2500;5000;7500;3;15000;0
27/01/2022;1194;Gantungan Kunci;Bali;5000;10000;15000;3;30000;0
15/05/2022;4764;Gantungan Kunci;Bali;5000;10000;15000;3;30000;0
13/08/2022;4753;Gantungan Kunci;Bali;5000;10000;15000;3;30000;0
24/03/2022;4655;Gantungan Kunci;Bangka Belitung;5000;10000;15000;3;30000;0
03/03/2022;3574;Gantungan Kunci;Banten;5000;10000;15000;3;30000;0
07/01/2022;1575;Gantungan Kunci;DKI Jakarta;5000;10000;15000;3;30000;0
01/09/2022;4501;Gantungan Kunci;DKI Jakarta;5000;10000;15000;3;30000;0
13/02/2022;2883;Gantungan Kunci;Daerah Istimewa Yogyakarta;5000;10000;15000;3;30000;0
03/08/2022;2841;Gantungan Kunci;Daerah Istimewa Yogyakarta;5000;10000;15000;3;30000;0
06/08/2022;2836;Gantungan Kunci;Daerah Istimewa Yogyakarta;5000;10000;15000;3;30000;0
09/09/2022;4235;Gantungan Kunci;Daerah Istimewa Yogyakarta;5000;10000;15000;3;30000;0
30/04/2022;4039;Gantungan Kunci;Jambi;5000;10000;15000;3;30000;0
28/08/2022;4469;Gantungan Kunci;Jambi;5000;10000;15000;3;30000;0
20/03/2022;2992;Gantungan Kunci;Jawa Barat;5000;10000;15000;3;30000;0
10/08/2022;3108;Gantungan Kunci;Jawa Barat;5000;10000;15000;3;30000;0
30/09/2022;3614;Gantungan Kunci;Jawa Barat;5000;10000;15000;3;30000;0
01/10/2022;3462;Gantungan Kunci;Jawa Barat;5000;10000;15000;3;30000;0
08/11/2022;2139;Gantungan Kunci;Jawa Tengah;5000;10000;15000;3;30000;0
09/01/2022;3241;Gantungan Kunci;Jawa Timur;5000;10000;15000;3;30000;0
24/03/2022;2301;Gantungan Kunci;Jawa Timur;5000;10000;15000;3;30000;0
02/05/2022;4941;Gantungan Kunci;Jawa Timur;5000;10000;15000;3;30000;0
01/06/2022;3622;Gantungan Kunci;Jawa Timur;5000;10000;15000;3;30000;0
23/09/2022;4375;Gantungan Kunci;Jawa Timur;5000;10000;15000;3;30000;0
23/12/2022;3963;Gantungan Kunci;Jawa Timur;5000;10000;15000;3;30000;0
27/12/2022;4379;Gantungan Kunci;Jawa Timur;5000;10000;15000;3;30000;0
10/08/2022;2208;Gantungan Kunci;Kalimantan Barat;5000;10000;15000;3;30000;0
19/06/2022;1163;Gantungan Kunci;Kalimantan Selatan;5000;10000;15000;3;30000;0
20/07/2022;2753;Gantungan Kunci;Kalimantan Selatan;5000;10000;15000;3;30000;0
23/02/2022;2314;Gantungan Kunci;Kalimantan Tengah;5000;10000;15000;3;30000;0
13/06/2022;3213;Gantungan Kunci;Kalimantan Tengah;5000;10000;15000;3;30000;0
04/07/2022;3286;Gantungan Kunci;Kalimantan Tengah;5000;10000;15000;3;30000;0
05/11/2022;2749;Gantungan Kunci;Kalimantan Tengah;5000;10000;15000;3;30000;0
18/01/2022;3911;Gantungan Kunci;Kalimantan Timur;5000;10000;15000;3;30000;0
05/09/2022;3928;Gantungan Kunci;Kalimantan Timur;5000;10000;15000;3;30000;0
07/07/2022;4869;Gantungan Kunci;Maluku Utara;5000;10000;15000;3;30000;0
31/03/2022;4189;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;15000;3;30000;0
09/04/2022;4319;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;15000;3;30000;0
01/07/2022;4843;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;15000;3;30000;0
29/04/2022;3342;Gantungan Kunci;Nusa Tenggara Barat;5000;10000;15000;3;30000;0
23/02/2022;3052;Gantungan Kunci;Nusa Tenggara Timur;5000;10000;15000;3;30000;0
09/03/2022;4564;Gantungan Kunci;Nusa Tenggara Timur;5000;10000;15000;3;30000;0
31/03/2022;4438;Gantungan Kunci;Nusa Tenggara Timur;5000;10000;15000;3;30000;0
10/04/2022;3643;Gantungan Kunci;Nusa Tenggara Timur;5000;10000;15000;3;30000;0
11/11/2022;3829;Gantungan Kunci;Nusa Tenggara Timur;5000;10000;15000;3;30000;0
12/05/2022;3103;Gantungan Kunci;Papua;5000;10000;15000;3;30000;0
05/06/2022;4948;Gantungan Kunci;Papua;5000;10000;15000;3;30000;0
04/07/2022;1379;Gantungan Kunci;Papua;5000;10000;15000;3;30000;0
29/12/2022;2996;Gantungan Kunci;Papua;5000;10000;15000;3;30000;0
25/03/2022;1136;Gantungan Kunci;Papua Barat Daya;5000;10000;15000;3;30000;0
21/10/2022;2366;Gantungan Kunci;Papua Barat Daya;5000;10000;15000;3;30000;0
24/01/2022;4654;Gantungan Kunci;Papua Pegunungan;5000;10000;15000;3;30000;0
17/02/2022;1011;Gantungan Kunci;Papua Selatan;5000;10000;15000;3;30000;0
20/05/2022;1910;Gantungan Kunci;Papua Selatan;5000;10000;15000;3;30000;0
07/06/2022;3628;Gantungan Kunci;Papua Selatan;5000;10000;15000;3;30000;0
22/04/2022;2042;Gantungan Kunci;Papua Tengah;5000;10000;15000;3;30000;0
01/06/2022;4581;Gantungan Kunci;Papua Tengah;5000;10000;15000;3;30000;0
26/04/2022;2969;Gantungan Kunci;Riau;5000;10000;15000;3;30000;0
10/07/2022;3269;Gantungan Kunci;Sulawesi Barat;5000;10000;15000;3;30000;0
25/09/2022;2427;Gantungan Kunci;Sulawesi Barat;5000;10000;15000;3;30000;0
11/10/2022;3284;Gantungan Kunci;Sulawesi Barat;5000;10000;15000;3;30000;0
15/12/2022;2584;Gantungan Kunci;Sulawesi Barat;5000;10000;15000;3;30000;0
26/04/2022;3844;Gantungan Kunci;Sulawesi Selatan;5000;10000;15000;3;30000;0
22/07/2022;4257;Gantungan Kunci;Sulawesi Selatan;5000;10000;15000;3;30000;0
13/10/2022;4086;Gantungan Kunci;Sulawesi Selatan;5000;10000;15000;3;30000;0
07/11/2022;3314;Gantungan Kunci;Sulawesi Selatan;5000;10000;15000;3;30000;0
10/03/2022;3411;Gantungan Kunci;Sulawesi Tengah;5000;10000;15000;3;30000;0
29/04/2022;3715;Gantungan Kunci;Sulawesi Tenggara;5000;10000;15000;3;30000;0
22/08/2022;1387;Gantungan Kunci;Sulawesi Tenggara;5000;10000;15000;3;30000;0
28/09/2022;2576;Gantungan Kunci;Sulawesi Tenggara;5000;10000;15000;3;30000;0
25/12/2022;3922;Gantungan Kunci;Sulawesi Tenggara;5000;10000;15000;3;30000;0
23/09/2022;4326;Gantungan Kunci;Sulawesi Utara;5000;10000;15000;3;30000;0
23/05/2022;2046;Gantungan Kunci;Sumatera Barat;5000;10000;15000;3;30000;0
22/09/2022;2133;Gantungan Kunci;Sumatera Barat;5000;10000;15000;3;30000;0
23/12/2022;2537;Gantungan Kunci;Sumatera Barat;5000;10000;15000;3;30000;0
29/06/2022;3037;Gantungan Kunci;Sumatera Selatan;5000;10000;15000;3;30000;0
03/05/2022;2649;Gantungan Kunci;Sumatera Utara;5000;10000;15000;3;30000;0
05/09/2022;3354;Gantungan Kunci;Sumatera Utara;5000;10000;15000;3;30000;0
12/10/2022;3822;Gantungan Kunci;Sumatera Utara;5000;10000;15000;3;30000;0
28/10/2022;2613;Gantungan Kunci;Sumatera Utara;5000;10000;15000;3;30000;0
05/01/2022;2629;Sticker;Bali;5000;10000;15000;3;30000;0
06/02/2022;4295;Sticker;Bali;5000;10000;15000;3;30000;0
28/02/2022;1012;Sticker;Bali;5000;10000;15000;3;30000;0
14/07/2022;1941;Sticker;Bali;5000;10000;15000;3;30000;0
08/08/2022;4954;Sticker;Bali;5000;10000;15000;3;30000;0
26/08/2022;2325;Sticker;Bali;5000;10000;15000;3;30000;0
15/09/2022;3539;Sticker;Bali;5000;10000;15000;3;30000;0
09/10/2022;4757;Sticker;Bali;5000;10000;15000;3;30000;0
13/09/2022;2145;Sticker;Bangka Belitung;5000;10000;15000;3;30000;0
14/02/2022;3233;Sticker;Bengkulu;5000;10000;15000;3;30000;0
02/03/2022;2912;Sticker;Bengkulu;5000;10000;15000;3;30000;0
07/04/2022;2494;Sticker;Bengkulu;5000;10000;15000;3;30000;0
25/07/2022;3962;Sticker;Bengkulu;5000;10000;15000;3;30000;0
14/08/2022;3802;Sticker;Bengkulu;5000;10000;15000;3;30000;0
11/09/2022;3746;Sticker;Bengkulu;5000;10000;15000;3;30000;0
29/05/2022;1296;Sticker;DKI Jakarta;5000;10000;15000;3;30000;0
17/01/2022;4850;Sticker;Daerah Istimewa Yogyakarta;5000;10000;15000;3;30000;0
30/01/2022;2567;Sticker;Daerah Istimewa Yogyakarta;5000;10000;15000;3;30000;0
22/03/2022;3215;Sticker;Daerah Istimewa Yogyakarta;5000;10000;15000;3;30000;0
17/04/2022;1071;Sticker;Daerah Istimewa Yogyakarta;5000;10000;15000;3;30000;0
23/05/2022;3272;Sticker;Daerah Istimewa Yogyakarta;5000;10000;15000;3;30000;0
06/01/2022;4929;Sticker;Gorontalo;5000;10000;15000;3;30000;0
29/03/2022;3949;Sticker;Gorontalo;5000;10000;15000;3;30000;0
29/11/2022;4411;Sticker;Gorontalo;5000;10000;15000;3;30000;0
17/03/2022;4932;Sticker;Jambi;5000;10000;15000;3;30000;0
25/10/2022;1519;Sticker;Jambi;5000;10000;15000;3;30000;0
31/10/2022;3994;Sticker;Jambi;5000;10000;15000;3;30000;0
03/01/2022;3664;Sticker;Jawa Barat;5000;10000;15000;3;30000;0
15/02/2022;1737;Sticker;Jawa Tengah;5000;10000;15000;3;30000;0
06/04/2022;2180;Sticker;Jawa Tengah;5000;10000;15000;3;30000;0
09/11/2022;3436;Sticker;Jawa Tengah;5000;10000;15000;3;30000;0
23/04/2022;2175;Sticker;Jawa Timur;5000;10000;15000;3;30000;0
22/09/2022;1346;Sticker;Jawa Timur;5000;10000;15000;3;30000;0
29/04/2022;3492;Sticker;Kalimantan Barat;5000;10000;15000;3;30000;0
27/01/2022;2738;Sticker;Kalimantan Selatan;5000;10000;15000;3;30000;0
24/08/2022;3718;Sticker;Kalimantan Selatan;5000;10000;15000;3;30000;0
11/09/2022;1765;Sticker;Kalimantan Selatan;5000;10000;15000;3;30000;0
25/09/2022;4520;Sticker;Kalimantan Timur;5000;10000;15000;3;30000;0
18/05/2022;4959;Sticker;Kalimantan Utara;5000;10000;15000;3;30000;0
02/11/2022;2365;Sticker;Kalimantan Utara;5000;10000;15000;3;30000;0
28/02/2022;1817;Sticker;Kepulauan Riau;5000;10000;15000;3;30000;0
27/10/2022;1679;Sticker;Kepulauan Riau;5000;10000;15000;3;30000;0
27/12/2022;3665;Sticker;Kepulauan Riau;5000;10000;15000;3;30000;0
17/12/2022;1739;Sticker;Lampung;5000;10000;15000;3;30000;0
01/05/2022;3759;Sticker;Maluku Utara;5000;10000;15000;3;30000;0
10/09/2022;3153;Sticker;Maluku Utara;5000;10000;15000;3;30000;0
22/06/2022;4389;Sticker;Nanggroe Aceh Darussalam;5000;10000;15000;3;30000;0
21/07/2022;1003;Sticker;Nusa Tenggara Barat;5000;10000;15000;3;30000;0
14/10/2022;4336;Sticker;Nusa Tenggara Barat;5000;10000;15000;3;30000;0
26/03/2022;1416;Sticker;Nusa Tenggara Timur;5000;10000;15000;3;30000;0
10/04/2022;3112;Sticker;Papua Barat;5000;10000;15000;3;30000;0
16/09/2022;1954;Sticker;Papua Barat;5000;10000;15000;3;30000;0
13/12/2022;3591;Sticker;Papua Barat;5000;10000;15000;3;30000;0
13/06/2022;4675;Sticker;Papua Barat Daya;5000;10000;15000;3;30000;0
20/03/2022;4397;Sticker;Papua Pegunungan;5000;10000;15000;3;30000;0
01/07/2022;1757;Sticker;Papua Pegunungan;5000;10000;15000;3;30000;0
23/09/2022;4704;Sticker;Papua Pegunungan;5000;10000;15000;3;30000;0
19/11/2022;4528;Sticker;Papua Pegunungan;5000;10000;15000;3;30000;0
14/03/2022;2879;Sticker;Papua Selatan;5000;10000;15000;3;30000;0
04/12/2022;1926;Sticker;Papua Selatan;5000;10000;15000;3;30000;0
12/12/2022;1156;Sticker;Papua Selatan;5000;10000;15000;3;30000;0
